Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
4,2,216.70000000000002,5,3,1,531,Loyal Customers
187,2,582.11,1,3,3,133,At Risk
11,2,368.31,5,3,2,532,Loyal Customers
130,5,1205.64,2,4,4,244,At Risk
170,1,150.55,2,2,1,221,Others
32,2,854.61,4,3,3,433,Loyal Customers
47,2,761.41,3,3,3,333,Loyal Customers
50,1,694.54,3,2,3,323,Others
2,2,617.07,5,3,3,533,Loyal Customers
29,11,5193.92,4,5,5,455,Champions
371,1,20.4,1,2,1,121,Others
17,1,583.39,4,2,3,423,Others
261,1,169.21,1,2,1,121,Others
17,5,2878.46,4,4,5,445,Champions
110,5,2146.39,2,4,5,245,At Risk
11,6,1786.78,5,5,4,554,Champions
23,1,231.42,4,2,1,421,Others
19,3,1359.25,4,3,4,434,Loyal Customers
18,12,4860.35,4,5,5,455,Champions
12,8,1302.46,5,5,4,554,Champions
2,14,2486.0,5,5,5,555,Champions
37,2,1563.3,3,3,4,334,Loyal Customers
7,39,20009.84,5,5,5,555,Champions
44,2,453.45,3,3,2,332,Loyal Customers
2,4,980.91,5,4,3,543,Loyal Customers
53,4,1333.7,3,4,4,344,Loyal Customers
32,2,289.23,4,3,2,432,Loyal Customers
17,18,13542.92,4,5,5,455,Champions
31,2,487.03,4,3,2,432,Loyal Customers
47,2,232.96,3,3,1,331,Loyal Customers
93,9,1113.74,2,5,4,254,At Risk
231,1,82.2,1,2,1,121,Others
8,47,41184.3,5,5,5,555,Champions
92,6,1965.72,2,5,4,254,At Risk
5,8,1985.63,5,5,4,554,Champions
30,3,473.62,4,3,2,432,Loyal Customers
196,1,217.73,1,2,1,121,Others
60,2,1797.92,3,3,4,334,Loyal Customers
180,2,654.32,1,3,3,133,At Risk
59,2,456.4,3,3,2,332,Loyal Customers
66,4,1103.3500000000001,3,4,4,344,Loyal Customers
15,3,1067.85,5,3,4,534,Loyal Customers
15,4,1082.6,5,4,4,544,Champions
71,1,340.84000000000003,3,2,2,322,Others
52,4,2094.23,3,4,4,344,Loyal Customers
198,1,235.78,1,2,1,121,Others
318,1,107.14,1,2,1,121,Others
9,4,818.7900000000001,5,4,3,543,Loyal Customers
11,3,777.34,5,3,3,533,Loyal Customers
19,2,162.8,4,3,1,431,Loyal Customers
317,1,188.44,1,2,1,121,Others
49,4,2122.89,3,4,4,344,Loyal Customers
54,3,1327.98,3,3,4,334,Loyal Customers
155,3,1591.73,2,3,4,234,At Risk
42,1,62.7,3,2,1,321,Others
3,7,1718.66,5,5,4,554,Champions
36,3,541.95,4,3,3,433,Loyal Customers
67,1,89.65,3,2,1,321,Others
15,4,1709.83,5,4,4,544,Champions
361,1,109.31,1,2,1,121,Others
1,8,1992.13,5,5,4,554,Champions
198,3,3269.11,1,3,5,135,At Risk
229,1,115.73,1,2,1,121,Others
53,1,457.7,3,2,2,322,Others
163,3,750.5600000000001,2,3,3,233,At Risk
64,3,3595.77,3,3,5,335,Loyal Customers
26,1,252.5,4,2,2,422,Others
138,2,736.9300000000001,2,3,3,233,At Risk
261,1,2300.4,1,2,5,125,Others
305,1,283.79,1,2,2,122,Others
21,2,385.4,4,3,2,432,Loyal Customers
2,4,1637.14,5,4,4,544,Champions
306,1,106.75,1,2,1,121,Others
18,2,1033.8,4,3,4,434,Loyal Customers
16,7,1359.52,4,5,4,454,Champions
3,6,1743.6,5,5,4,554,Champions
25,5,1739.92,4,4,4,444,Champions
211,2,1437.43,1,3,4,134,At Risk
22,2,263.49,4,3,2,432,Loyal Customers
260,1,180.56,1,2,1,121,Others
140,3,770.08,2,3,3,233,At Risk
11,7,2617.33,5,5,5,555,Champions
92,1,447.05,2,2,2,222,Others
52,3,1264.3500000000001,3,3,4,334,Loyal Customers
9,8,2435.67,5,5,5,555,Champions
53,4,841.3,3,4,3,343,Loyal Customers
98,1,582.64,2,2,3,223,Others
70,3,1938.46,3,3,4,334,Loyal Customers
25,16,4762.07,4,5,5,455,Champions
54,8,2476.25,3,5,5,355,Loyal Customers
74,4,2049.23,2,4,4,244,At Risk
70,3,1393.42,3,3,4,334,Loyal Customers
334,1,327.59999999999997,1,2,2,122,Others
158,1,460.64,2,2,2,222,Others
64,1,549.33,3,2,3,323,Others
33,4,892.92,4,4,3,443,Loyal Customers
38,2,422.19,3,3,2,332,Loyal Customers
288,1,4376.25,1,2,5,125,Others
30,6,1297.45,4,5,4,454,Champions
58,2,1658.3700000000001,3,3,4,334,Loyal Customers
26,3,595.38,4,3,3,433,Loyal Customers
2,3,316.92,5,3,2,532,Loyal Customers
54,3,1523.49,3,3,4,334,Loyal Customers
3,14,4292.35,5,5,5,555,Champions
15,11,8356.83,5,5,5,555,Champions
362,1,145.06,1,2,1,121,Others
16,6,1920.8300000000002,4,5,4,454,Champions
43,3,1396.05,3,3,4,334,Loyal Customers
58,4,987.48,3,4,4,344,Loyal Customers
11,6,6450.88,5,5,5,555,Champions
180,2,664.1999999999999,1,3,3,133,At Risk
12,23,8403.22,5,5,5,555,Champions
59,3,1527.25,3,3,4,334,Loyal Customers
219,1,301.9,1,2,2,122,Others
299,1,237.42000000000002,1,2,1,121,Others
316,1,422.7,1,2,2,122,Others
14,3,910.35,5,3,3,533,Loyal Customers
358,2,475.74,1,3,2,132,At Risk
7,2,832.4200000000001,5,3,3,533,Loyal Customers
53,1,335.54,3,2,2,322,Others
5,7,2485.89,5,5,5,555,Champions
24,8,3005.9500000000003,4,5,5,455,Champions
84,1,212.25,2,2,1,221,Others
36,4,2023.91,4,4,4,444,Champions
72,1,310.3,2,2,2,222,Others
65,1,141.7,3,2,1,321,Others
8,6,2342.57,5,5,5,555,Champions
56,6,3309.26,3,5,5,355,Loyal Customers
17,5,796.9,4,4,3,443,Loyal Customers
18,11,3096.14,4,5,5,455,Champions
158,9,628.32,2,5,3,253,At Risk
106,3,884.59,2,3,3,233,At Risk
4,25,7210.59,5,5,5,555,Champions
1,5,1992.98,5,4,4,544,Champions
141,1,79.9,2,2,1,221,Others
64,2,435.83,3,3,2,332,Loyal Customers
50,5,1386.12,3,4,4,344,Loyal Customers
5,40,6848.87,5,5,5,555,Champions
31,14,4983.95,4,5,5,455,Champions
109,3,744.34,2,3,3,233,At Risk
127,4,1237.2,2,4,4,244,At Risk
107,3,798.85,2,3,3,233,At Risk
57,4,2052.69,3,4,4,344,Loyal Customers
72,7,1915.3600000000001,2,5,4,254,At Risk
37,1,414.7,3,2,2,322,Others
114,5,5995.69,2,4,5,245,At Risk
74,5,3354.0,2,4,5,245,At Risk
30,3,739.1,4,3,3,433,Loyal Customers
200,1,115.31,1,2,1,121,Others
8,15,5019.17,5,5,5,555,Champions
44,1,105.80000000000001,3,2,1,321,Others
30,7,2508.4700000000003,4,5,5,455,Champions
11,11,10497.300000000001,5,5,5,555,Champions
371,1,351.3,1,2,2,122,Others
46,1,315.98,3,2,2,322,Others
11,1,308.6,5,2,2,522,Others
359,1,323.25,1,2,2,122,Others
124,1,93.3,2,2,1,221,Others
105,9,2016.71,2,5,4,254,At Risk
73,1,629.36,2,2,3,223,Others
28,7,942.75,4,5,3,453,Loyal Customers
18,10,4539.23,4,5,5,455,Champions
51,1,248.65,3,2,1,321,Others
53,8,2136.72,3,5,4,354,Loyal Customers
8,3,521.64,5,3,3,533,Loyal Customers
16,2,534.53,4,3,3,433,Loyal Customers
32,3,1062.48,4,3,4,434,Loyal Customers
23,9,2052.81,4,5,4,454,Champions
30,8,2776.19,4,5,5,455,Champions
18,4,1884.16,4,4,4,444,Champions
4,19,17403.21,5,5,5,555,Champions
57,2,543.5699999999999,3,3,3,333,Loyal Customers
254,2,603.37,1,3,3,133,At Risk
71,1,975.5,3,2,3,323,Others
9,7,1355.29,5,5,4,554,Champions
136,1,40.8,2,2,1,221,Others
3,7,1325.8,5,5,4,554,Champions
357,1,498.50000000000006,1,2,2,122,Others
10,2,1087.05,5,3,4,534,Loyal Customers
23,1,321.24,4,2,2,422,Others
38,10,1762.99,3,5,4,354,Loyal Customers
14,2,417.05,5,3,2,532,Loyal Customers
130,2,713.0,2,3,3,233,At Risk
21,3,885.71,4,3,3,433,Loyal Customers
17,4,1857.26,4,4,4,444,Champions
15,4,1074.47,5,4,4,544,Champions
56,3,1722.09,3,3,4,334,Loyal Customers
2,7,1429.03,5,5,4,554,Champions
112,3,333.18,2,3,2,232,At Risk
11,4,1186.4,5,4,4,544,Champions
73,1,136.65,2,2,1,221,Others
58,1,63.66,3,2,1,321,Others
18,4,1078.0,4,4,4,444,Champions
5,4,1680.2,5,4,4,544,Champions
17,7,3824.79,4,5,5,455,Champions
8,1,1056.63,5,2,4,524,Others
95,2,821.35,2,3,3,233,At Risk
9,2,401.94,5,3,2,532,Loyal Customers
148,1,128.31,2,2,1,221,Others
18,1,295.09000000000003,4,2,2,422,Others
56,5,3588.34,3,4,5,345,Loyal Customers
14,3,967.44,5,3,3,533,Loyal Customers
1,8,2284.34,5,5,5,555,Champions
129,2,876.9399999999999,2,3,3,233,At Risk
23,10,6739.01,4,5,5,455,Champions
46,3,340.94,3,3,2,332,Loyal Customers
22,2,312.62,4,3,2,432,Loyal Customers
14,1,755.15,5,2,3,523,Others
59,1,348.16,3,2,2,322,Others
74,2,823.53,2,3,3,233,At Risk
22,3,1488.17,4,3,4,434,Loyal Customers
59,7,896.06,3,5,3,353,Loyal Customers
227,1,186.66,1,2,1,121,Others
73,1,717.57,2,2,3,223,Others
93,5,1993.18,2,4,4,244,At Risk
284,2,318.34000000000003,1,3,2,132,At Risk
9,1,351.75,5,2,2,522,Others
110,2,1591.24,2,3,4,234,At Risk
115,2,1818.79,2,3,4,234,At Risk
369,1,188.69,1,2,1,121,Others
116,2,551.46,2,3,3,233,At Risk
21,6,4195.5,4,5,5,455,Champions
361,1,238.05,1,2,1,121,Others
59,2,1361.96,3,3,4,334,Loyal Customers
123,2,1139.28,2,3,4,234,At Risk
54,3,2779.51,3,3,5,335,Loyal Customers
29,1,205.8,4,2,1,421,Others
282,1,176.9,1,2,1,121,Others
113,2,328.95,2,3,2,232,At Risk
12,4,864.48,5,4,3,543,Loyal Customers
106,1,129.85,2,2,1,221,Others
98,1,136.31,2,2,1,221,Others
100,4,1957.7,2,4,4,244,At Risk
318,1,117.72,1,2,1,121,Others
16,4,951.51,4,4,3,443,Loyal Customers
3,6,2408.96,5,5,5,555,Champions
112,1,126.05000000000001,2,2,1,221,Others
262,4,1313.67,1,4,4,144,At Risk
33,4,487.5,4,4,2,442,Loyal Customers
113,1,193.65,2,2,1,221,Others
66,3,1367.32,3,3,4,334,Loyal Customers
372,1,107.33,1,2,1,121,Others
28,4,2567.64,4,4,5,445,Champions
330,1,381.66,1,2,2,122,Others
3,2,560.55,5,3,3,533,Loyal Customers
65,3,1194.92,3,3,4,334,Loyal Customers
42,3,2560.0,3,3,5,335,Loyal Customers
50,2,460.08,3,3,2,332,Loyal Customers
68,1,171.15,3,2,1,321,Others
25,3,1491.4,4,3,4,434,Loyal Customers
172,1,176.34,2,2,1,221,Others
16,5,2806.0,4,4,5,445,Champions
186,2,850.86,1,3,3,133,At Risk
89,4,4590.53,2,4,5,245,At Risk
262,2,230.9,1,3,1,131,At Risk
213,1,146.16,1,2,1,121,Others
60,9,3003.26,3,5,5,355,Loyal Customers
19,10,1682.03,4,5,4,454,Champions
5,11,6874.97,5,5,5,555,Champions
199,1,310.83,1,2,2,122,Others
63,4,1664.92,3,4,4,344,Loyal Customers
60,4,373.46999999999997,3,4,2,342,Loyal Customers
68,6,2037.7,3,5,4,354,Loyal Customers
67,4,417.21,3,4,2,342,Loyal Customers
128,1,263.73,2,2,2,222,Others
187,7,2753.52,1,5,5,155,At Risk
56,4,3517.69,3,4,5,345,Loyal Customers
75,2,961.93,2,3,3,233,At Risk
73,3,1878.92,2,3,4,234,At Risk
43,1,285.54,3,2,2,322,Others
145,3,741.3199999999999,2,4,3,243,At Risk
119,1,613.33,2,2,3,223,Others
21,1,224.51,4,2,1,421,Others
24,9,2595.51,4,5,5,455,Champions
66,1,328.77,3,2,2,322,Others
10,5,1137.42,5,4,4,544,Champions
47,12,3176.13,3,5,5,355,Loyal Customers
5,16,3323.75,5,5,5,555,Champions
15,3,723.66,5,4,3,543,Loyal Customers
11,1,416.35,5,2,2,522,Others
12,3,204.10000000000002,5,4,1,541,Loyal Customers
17,1,209.49,4,2,1,421,Others
30,1,892.1500000000001,4,2,3,423,Others
12,7,946.83,5,5,3,553,Loyal Customers
73,1,212.17000000000002,2,2,1,221,Others
3,7,1766.78,5,5,4,554,Champions
218,3,1220.83,1,4,4,144,At Risk
19,1,549.8100000000001,4,2,3,423,Others
71,1,141.53,3,2,1,321,Others
72,4,1111.15,2,4,4,244,At Risk
84,1,157.2,2,2,1,221,Others
45,3,934.58,3,4,3,343,Loyal Customers
18,2,309.49,4,3,2,432,Loyal Customers
38,3,1256.67,3,4,4,344,Loyal Customers
106,2,104.0,2,3,1,231,At Risk
253,1,632.28,1,2,3,123,Others
31,2,247.85,4,3,1,431,Loyal Customers
44,2,353.1,3,3,2,332,Loyal Customers
32,5,2252.93,4,4,5,445,Champions
65,2,774.45,3,3,3,333,Loyal Customers
2,3,473.69,5,4,2,542,Loyal Customers
23,1,765.59,4,2,3,423,Others
31,4,788.1,4,4,3,443,Loyal Customers
289,1,186.05,1,2,1,121,Others
172,3,467.5,2,4,2,242,At Risk
36,4,1052.26,4,4,4,444,Champions
49,2,538.81,3,3,3,333,Loyal Customers
5,11,2441.61,5,5,5,555,Champions
29,9,2036.35,4,5,4,454,Champions
112,1,137.8,2,2,1,221,Others
264,1,123.13,1,2,1,121,Others
25,1,222.20000000000002,4,2,1,421,Others
31,8,2755.92,4,5,5,455,Champions
15,11,2750.83,5,5,5,555,Champions
5,1,205.65,5,2,1,521,Others
86,2,374.01,2,3,2,232,At Risk
25,4,681.97,4,4,3,443,Loyal Customers
227,1,231.93,1,2,1,121,Others
16,7,3629.76,4,5,5,455,Champions
370,1,130.32,1,2,1,121,Others
5,3,673.24,5,4,3,543,Loyal Customers
29,4,457.2,4,4,2,442,Loyal Customers
11,1,259.83,5,2,2,522,Others
67,3,424.96000000000004,3,4,2,342,Loyal Customers
219,2,496.49,1,3,2,132,At Risk
26,6,1906.48,4,5,4,454,Champions
128,1,35.7,2,2,1,221,Others
44,2,397.62,3,3,2,332,Loyal Customers
213,2,504.99,1,3,3,133,At Risk
32,1,75.0,4,2,1,421,Others
12,3,526.27,5,4,3,543,Loyal Customers
5,59,28904.670000000002,5,5,5,555,Champions
18,1,309.5,4,2,2,422,Others
49,3,638.49,3,4,3,343,Loyal Customers
17,6,817.09,4,5,3,453,Loyal Customers
44,1,200.26,3,2,1,321,Others
82,5,1161.89,2,4,4,244,At Risk
148,3,1003.0699999999999,2,4,4,244,At Risk
304,3,319.14,1,4,2,142,At Risk
17,2,301.25,4,3,2,432,Loyal Customers
358,1,310.70000000000005,1,2,2,122,Others
129,1,216.3,2,2,1,221,Others
53,3,637.93,3,4,3,343,Loyal Customers
240,2,282.68,1,3,2,132,At Risk
156,1,162.24,2,2,1,221,Others
26,13,2971.21,4,5,5,455,Champions
22,3,352.65,4,4,2,442,Loyal Customers
226,2,471.19,1,3,2,132,At Risk
107,1,178.13,2,2,1,221,Others
220,2,1193.81,1,3,4,134,At Risk
197,2,746.1800000000001,1,3,3,133,At Risk
266,2,332.17,1,3,2,132,At Risk
166,2,251.71,2,3,2,232,At Risk
242,2,24.05,1,3,1,131,At Risk
7,6,2535.69,5,5,5,555,Champions
9,9,4630.16,5,5,5,555,Champions
11,12,2208.15,5,5,5,555,Champions
365,1,71.78999999999999,1,2,1,121,Others
226,2,1402.91,1,3,4,134,At Risk
56,2,746.24,3,3,3,333,Loyal Customers
19,8,2171.13,4,5,5,455,Champions
144,7,2869.16,2,5,5,255,At Risk
106,2,712.62,2,3,3,233,At Risk
150,1,178.48000000000002,2,2,1,221,Others
32,7,1664.08,4,5,4,454,Champions
29,3,966.03,4,4,3,443,Loyal Customers
70,2,789.6,3,3,3,333,Loyal Customers
10,1,154.72,5,2,1,521,Others
67,1,350.35,3,2,2,322,Others
7,5,1825.56,5,4,4,544,Champions
318,1,453.38,1,2,2,122,Others
68,4,1923.54,3,4,4,344,Loyal Customers
173,1,134.36,2,2,1,221,Others
213,2,209.4,1,3,1,131,At Risk
16,2,303.7,4,3,2,432,Loyal Customers
72,1,205.41000000000003,2,2,1,221,Others
49,1,801.66,3,2,3,323,Others
176,1,385.56,2,2,2,222,Others
80,3,780.46,2,4,3,243,At Risk
67,3,731.25,3,4,3,343,Loyal Customers
49,17,3729.59,3,5,5,355,Loyal Customers
10,6,2212.89,5,5,5,555,Champions
10,3,443.05,5,4,2,542,Loyal Customers
19,1,1191.23,4,2,4,424,Others
256,2,258.55,1,3,2,132,At Risk
31,7,2182.41,4,5,5,455,Champions
208,1,142.71,1,2,1,121,Others
266,1,240.95,1,2,1,121,Others
8,6,1777.5,5,5,4,554,Champions
33,3,842.16,4,4,3,443,Loyal Customers
15,5,1554.92,5,4,4,544,Champions
57,2,475.05,3,3,2,332,Loyal Customers
1,3,327.68,5,4,2,542,Loyal Customers
1,4,1427.57,5,4,4,544,Champions
51,3,1140.11,3,4,4,344,Loyal Customers
71,2,433.36,3,3,2,332,Loyal Customers
51,7,2497.86,3,5,5,355,Loyal Customers
82,2,306.19,2,3,2,232,At Risk
2,23,11535.29,5,5,5,555,Champions
220,1,426.85,1,2,2,122,Others
60,1,1004.88,3,2,4,324,Others
113,3,1531.55,2,4,4,244,At Risk
304,1,48.35,1,2,1,121,Others
17,4,1053.74,4,4,4,444,Champions
67,2,2007.84,3,3,4,334,Loyal Customers
278,1,635.9,1,2,3,123,Others
21,2,378.28999999999996,4,3,2,432,Loyal Customers
277,1,23.35,1,2,1,121,Others
177,3,395.07,1,4,2,142,At Risk
9,7,2343.2,5,5,5,555,Champions
50,1,205.75,3,2,1,321,Others
371,1,424.03,1,2,2,122,Others
37,1,137.7,3,2,1,321,Others
227,1,292.21,1,2,2,122,Others
155,4,376.70000000000005,2,4,2,242,At Risk
11,1,350.52,5,2,2,522,Others
8,4,4819.32,5,4,5,545,Champions
182,1,104.25999999999999,1,2,1,121,Others
235,1,30.15,1,2,1,121,Others
33,24,8746.9,4,5,5,455,Champions
4,14,7069.27,5,5,5,555,Champions
59,4,1315.0,3,4,4,344,Loyal Customers
9,1,95.28999999999999,5,2,1,521,Others
32,21,10864.19,4,5,5,455,Champions
22,5,2004.6200000000001,4,4,4,444,Champions
141,4,1629.79,2,4,4,244,At Risk
11,10,4698.79,5,5,5,555,Champions
2,19,5535.02,5,5,5,555,Champions
33,1,175.0,4,2,1,421,Others
33,6,2206.9700000000003,4,5,5,455,Champions
112,1,223.86,2,2,1,221,Others
36,5,3334.82,4,4,5,445,Champions
205,1,87.80000000000001,1,2,1,121,Others
42,3,599.35,3,4,3,343,Loyal Customers
63,2,1020.9,3,3,4,334,Loyal Customers
267,4,1331.03,1,4,4,144,At Risk
15,10,3695.91,5,5,5,555,Champions
31,7,2827.05,4,5,5,455,Champions
59,2,850.34,3,3,3,333,Loyal Customers
56,2,540.87,3,3,3,333,Loyal Customers
302,1,380.0,1,2,2,122,Others
262,1,156.6,1,2,1,121,Others
61,1,295.05,3,2,2,322,Others
9,2,297.95,5,3,2,532,Loyal Customers
68,3,2220.09,3,4,5,345,Loyal Customers
229,2,341.59000000000003,1,3,2,132,At Risk
80,2,998.83,2,3,4,234,At Risk
22,4,1361.28,4,4,4,444,Champions
86,1,153.12,2,2,1,221,Others
36,2,605.9,4,3,3,433,Loyal Customers
11,12,3694.23,5,5,5,555,Champions
26,5,741.11,4,4,3,443,Loyal Customers
12,4,1397.59,5,4,4,544,Champions
2,3,329.48,5,4,2,542,Loyal Customers
21,1,172.8,4,2,1,421,Others
10,7,1339.89,5,5,4,554,Champions
26,2,434.3,4,3,2,432,Loyal Customers
24,1,235.25,4,2,1,421,Others
198,2,432.45000000000005,1,3,2,132,At Risk
360,1,60.48,1,2,1,121,Others
40,2,357.66,3,3,2,332,Loyal Customers
35,11,2359.16,4,5,5,455,Champions
89,2,1286.6200000000001,2,3,4,234,At Risk
39,5,1655.64,3,4,4,344,Loyal Customers
15,5,2057.77,5,4,4,544,Champions
38,2,673.6,3,3,3,333,Loyal Customers
262,1,291.5,1,2,2,122,Others
19,3,1712.1200000000001,4,4,4,444,Champions
25,4,1579.97,4,4,4,444,Champions
179,1,225.4,1,2,1,121,Others
37,3,885.79,3,4,3,343,Loyal Customers
58,4,1320.95,3,4,4,344,Loyal Customers
43,2,130.05,3,3,1,331,Loyal Customers
43,1,106.80000000000001,3,2,1,321,Others
117,7,1892.52,2,5,4,254,At Risk
121,2,406.4,2,3,2,232,At Risk
8,5,1596.71,5,4,4,544,Champions
42,1,473.0,3,2,2,322,Others
74,4,3802.04,2,4,5,245,At Risk
4,6,749.8100000000001,5,5,3,553,Loyal Customers
45,1,490.47,3,2,2,322,Others
33,1,179.4,4,2,1,421,Others
337,1,323.4,1,2,2,122,Others
51,1,389.12,3,2,2,322,Others
58,1,435.6,3,2,2,322,Others
371,1,160.39,1,2,1,121,Others
85,1,678.8,2,2,3,223,Others
78,2,327.84,2,3,2,232,At Risk
91,2,382.14,2,3,2,232,At Risk
156,1,306.58,2,2,2,222,Others
56,6,1397.69,3,5,4,354,Loyal Customers
222,1,136.2,1,2,1,121,Others
40,9,10776.42,3,5,5,355,Loyal Customers
4,5,1110.2,5,4,4,544,Champions
47,7,2633.74,3,5,5,355,Loyal Customers
56,15,8207.37,3,5,5,355,Loyal Customers
4,6,690.83,5,5,3,553,Loyal Customers
58,3,611.9,3,4,3,343,Loyal Customers
176,4,932.76,2,4,3,243,At Risk
30,1,151.05,4,2,1,421,Others
365,1,165.0,1,2,1,121,Others
205,1,109.2,1,2,1,121,Others
257,1,98.73,1,2,1,121,Others
23,7,555.7,4,5,3,453,Loyal Customers
29,9,3934.25,4,5,5,455,Champions
315,1,171.13,1,2,1,121,Others
77,2,608.86,2,3,3,233,At Risk
38,2,769.78,3,3,3,333,Loyal Customers
47,2,880.62,3,3,3,333,Loyal Customers
2,3,663.31,5,4,3,543,Loyal Customers
164,2,637.75,2,3,3,233,At Risk
277,1,151.5,1,2,1,121,Others
169,1,320.25,2,2,2,222,Others
15,27,80489.21,5,5,5,555,Champions
25,9,1921.19,4,5,4,454,Champions
26,1,157.63,4,2,1,421,Others
29,2,127.45,4,3,1,431,Loyal Customers
54,2,178.83,3,3,1,331,Loyal Customers
44,2,638.6999999999999,3,3,3,333,Loyal Customers
47,3,701.62,3,4,3,343,Loyal Customers
359,1,98.30000000000001,1,2,1,121,Others
197,2,191.9,1,3,1,131,At Risk
16,7,994.6,4,5,4,454,Champions
2,13,4091.16,5,5,5,555,Champions
59,13,4518.43,3,5,5,355,Loyal Customers
51,4,1110.83,3,4,4,344,Loyal Customers
254,2,664.16,1,3,3,133,At Risk
36,22,29480.061,4,5,5,455,Champions
36,4,533.41,4,4,3,443,Loyal Customers
15,9,6026.14,5,5,5,555,Champions
4,13,3823.78,5,5,5,555,Champions
15,4,1217.45,5,4,4,544,Champions
37,2,621.5600000000001,3,3,3,333,Loyal Customers
2,18,7619.21,5,5,5,555,Champions
306,1,368.27,1,2,2,122,Others
198,1,323.8,1,2,2,122,Others
266,1,1248.48,1,2,4,124,Others
2,9,3127.85,5,5,5,555,Champions
5,5,3006.08,5,4,5,545,Champions
4,8,2174.13,5,5,5,555,Champions
12,2,605.79,5,3,3,533,Loyal Customers
2,11,4258.27,5,5,5,555,Champions
79,2,654.96,2,3,3,233,At Risk
40,1,147.35,3,2,1,321,Others
7,8,1052.14,5,5,4,554,Champions
19,2,705.14,4,3,3,433,Loyal Customers
28,3,1121.45,4,4,4,444,Champions
284,1,170.3,1,2,1,121,Others
39,3,3783.89,3,4,5,345,Loyal Customers
165,1,259.68,2,2,2,222,Others
29,9,3970.0,4,5,5,455,Champions
141,5,2956.56,2,4,5,245,At Risk
213,1,417.6,1,2,2,122,Others
172,1,463.43,2,2,2,222,Others
31,1,226.91,4,2,1,421,Others
261,1,173.06,1,2,1,121,Others
128,13,2334.9700000000003,2,5,5,255,At Risk
92,7,1999.02,2,5,4,254,At Risk
19,24,11366.64,4,5,5,455,Champions
24,9,2121.43,4,5,4,454,Champions
227,2,4157.88,1,3,5,135,At Risk
8,1,207.5,5,2,1,521,Others
8,29,65500.07,5,5,5,555,Champions
103,4,1389.25,2,4,4,244,At Risk
40,6,1072.97,3,5,4,354,Loyal Customers
45,1,163.65,3,2,1,321,Others
66,1,228.0,3,2,1,321,Others
374,1,352.85,1,2,2,122,Others
18,1,420.75,4,2,2,422,Others
54,4,2481.2,3,4,5,345,Loyal Customers
19,6,1220.48,4,5,4,454,Champions
114,3,755.51,2,4,3,243,At Risk
8,5,1152.63,5,4,4,544,Champions
93,5,1706.99,2,4,4,244,At Risk
59,3,3698.05,3,4,5,345,Loyal Customers
72,2,249.65,2,3,1,231,At Risk
59,4,905.96,3,4,3,343,Loyal Customers
3,6,1361.23,5,5,4,554,Champions
51,1,220.97,3,2,1,321,Others
49,3,1069.56,3,4,4,344,Loyal Customers
2,32,22554.22,5,5,5,555,Champions
43,1,174.16,3,2,1,321,Others
8,2,623.0,5,3,3,533,Loyal Customers
1,26,7732.37,5,5,5,555,Champions
72,1,391.95,2,2,2,222,Others
12,4,784.73,5,4,3,543,Loyal Customers
45,1,533.78,3,2,3,323,Others
29,1,51.84,4,2,1,421,Others
33,4,1017.53,4,4,4,444,Champions
40,3,1334.54,3,4,4,344,Loyal Customers
19,8,2251.85,4,5,5,455,Champions
19,3,513.08,4,4,3,443,Loyal Customers
16,5,856.1999999999999,4,4,3,443,Loyal Customers
1,3,2062.41,5,4,4,544,Champions
29,5,1802.02,4,4,4,444,Champions
190,3,841.16,1,4,3,143,At Risk
68,2,452.78000000000003,3,3,2,332,Loyal Customers
315,2,582.61,1,3,3,133,At Risk
213,3,630.75,1,4,3,143,At Risk
106,3,1002.29,2,4,4,244,At Risk
68,4,812.74,3,4,3,343,Loyal Customers
56,1,532.5,3,2,3,323,Others
14,3,1912.65,5,4,4,544,Champions
5,16,5781.4400000000005,5,5,5,555,Champions
89,2,406.02,2,3,2,232,At Risk
4,5,1200.15,5,4,4,544,Champions
101,2,182.59,2,3,1,231,At Risk
17,1,113.35,4,2,1,421,Others
322,1,181.39,1,2,1,121,Others
23,6,1884.71,4,5,4,454,Champions
29,1,225.6,4,2,1,421,Others
14,3,1051.71,5,4,4,544,Champions
29,5,392.13,4,4,2,442,Loyal Customers
24,1,316.1,4,2,2,422,Others
78,3,881.59,2,4,3,243,At Risk
200,1,91.8,1,2,1,121,Others
64,2,218.46,3,3,1,331,Loyal Customers
75,2,1302.51,2,3,4,234,At Risk
310,1,485.5,1,2,2,122,Others
9,5,1357.56,5,4,4,544,Champions
42,2,530.5,3,3,3,333,Loyal Customers
166,2,570.76,2,3,3,233,At Risk
5,11,5716.14,5,5,5,555,Champions
239,2,139.85,1,3,1,131,At Risk
64,6,2136.2400000000002,3,5,4,354,Loyal Customers
58,19,9374.86,3,5,5,355,Loyal Customers
198,2,614.34,1,3,3,133,At Risk
254,1,253.88,1,2,2,122,Others
213,2,628.09,1,3,3,133,At Risk
254,1,421.45,1,2,2,122,Others
12,3,1130.2,5,4,4,544,Champions
53,2,1408.96,3,3,4,334,Loyal Customers
53,2,323.09000000000003,3,3,2,332,Loyal Customers
78,1,352.8,2,2,2,222,Others
4,10,4292.59,5,5,5,555,Champions
52,5,1184.6,3,4,4,344,Loyal Customers
88,3,1610.62,2,4,4,244,At Risk
26,3,772.83,4,4,3,443,Loyal Customers
183,4,662.33,1,4,3,143,At Risk
